,px,timestamp
64823,0.10723768759838612,1716576222
64825,0.10721278304690128,1716576231
64850,0.10816639020702845,1716576494
64971,0.10817730318995335,1716577531
64995,0.10817965516129725,1716577819
64997,0.10818755436263856,1716577884
65015,0.10818816637211716,1716578256
65045,0.1081954358210599,1716579544
65054,0.10819303781192816,1716580084
65077,0.10821800843616254,1716581135
65080,0.10825841371166946,1716581256
65087,0.10826057131825417,1716581537
65120,0.10853931690870021,1716582782
65166,0.10858061490225134,1716583969
65191,0.10858374965662197,1716584981
65195,0.10858608446011202,1716585044
65209,0.10858608446605869,1716585396
65213,0.10858803173792851,1716585476
65233,0.10863261709822697,1716586078
65272,0.10859849564576969,1716587343
65280,0.10858321893046625,1716587476
65294,0.1085766268349002,1716587779
65312,0.10857641866281449,1716588060
